"ID","host_id","price_dollars","latitude","longitude","dist_stephansdom_km","dist_schonbrunn_km","dist_train_station_km","neighbourhood","room_type","accomodates","bathrooms","beds","cleaning_service","air_conditioning","self_checkin","host_acceptance_rate","host_listings_count","number_of_reviews","apt_age_days","review_scores_rating","reviews_per_month"
42969,566831684,145,48.19374,16.41097,3.19,7.89,2.92,"Landstraße","Entire home/apt",3,1,2,"0","0","1",0.98,107,43,772,4.84,1.67
64837,252955210,51,48.1990320636768,16.322253619574,3.94,1.83,4.11,"Rudolfsheim-Fünfhaus","Entire home/apt",2,1,1,"0","0","1",1,21,83,762,4.81,3.27
41382,566831684,121,48.1427,16.4068,7.68,9.03,5.33,"Favoriten","Entire home/apt",4,1,2,"0","1","1",0.98,107,28,759,4.79,1.11
45119,385064248,80,48.2305864,16.3711351,2.51,6.87,5.04,"Brigittenau","Entire home/apt",2,1,1,"0","0","1",0.99,375,2,681,5,0.09
47501,156404033,69,48.1935,16.38803,1.94,6.2,1.41,"Landstraße","Private room",2,2,1,"0","0","1",1,113,21,706,4.29,0.89
30148,3841106,220,48.2168764,16.3893239,1.52,7.07,3.7,"Leopoldstadt","Entire home/apt",5,2,4,"0","0","1",0.9,2,45,550,4.93,2.45
78433,36695936,129,48.1983177,16.3494803,2.09,3.52,2.3,"Neubau","Private room",4,1,2,"0","1","0",1,4,10,713,4.6,0.42
45422,36695936,177,48.1983177,16.3494803,2.09,3.52,2.3,"Neubau","Private room",6,1,4,"0","0","0",1,4,6,694,4.83,0.26
64554,33091463,70,48.21638,16.3191,4.14,3.4,5.32,"Ottakring","Entire home/apt",2,1,1,"0","0","1",0.93,1,28,761,4.89,1.1
25472,16038716,86,48.17686,16.33344,4.57,2.4,3.12,"Meidling","Entire home/apt",4,1,1,"0","0","1",1,25,23,789,4.65,0.87
28361,318191906,85,48.19849,16.39845,2.13,7.04,2.35,"Landstraße","Entire home/apt",4,1,2,"0","0","1",1,4,101,797,4.96,3.8
26684,16038716,158,48.17903,16.33127,4.5,2.15,3.22,"Meidling","Entire home/apt",5,1,2,"0","0","1",1,25,48,794,4.79,1.81
85470,97275819,67,48.21355,16.33783,2.72,3.81,4.12,"Ottakring","Entire home/apt",5,1,4,"0","0","1",1,34,121,802,4.38,4.53
84324,385064248,156,48.2012587,16.3164687,4.3,1.78,4.6,"Rudolfsheim-Fünfhaus","Entire home/apt",4,2,2,"0","1","1",0.99,375,1,743,5,0.04
99541,35508371,47,48.19738,16.30648,5.12,1.13,5.16,"Penzing","Entire home/apt",4,1,2,"0","1","1",1,19,191,783,4.85,7.32
62619,27775775,62,48.21943,16.37983,1.34,6.6,3.83,"Leopoldstadt","Entire home/apt",2,1,1,"0","0","1",0.99,109,143,770,4.56,5.57
39248,455439081,121,48.2105687,16.3907143,1.3,6.86,3.08,"Landstraße","Entire home/apt",4,1,2,"0","1","1",1,4,28,767,4.93,1.1
98418,263501406,76,48.14157,16.38155,7.42,7.62,4.89,"Favoriten","Entire home/apt",4,1,2,"0","1","0",0.94,3,11,754,4.91,0.44
70552,471806426,139,48.1946937,16.4110295,3.15,7.9,2.96,"Landstraße","Entire home/apt",4,1,2,"0","0","0",0.94,5,82,766,4.84,3.21
99052,471806426,139,48.1946937,16.4110295,3.15,7.9,2.96,"Landstraße","Entire home/apt",4,1,2,"0","0","0",0.94,5,81,759,4.93,3.2
38654,135902743,173,48.174649,16.363281,3.8,4.54,1.41,"Favoriten","Entire home/apt",8,1,4,"0","0","1",1,1,16,782,4.69,0.61
55251,222345303,125,48.17516,16.38482,3.75,6.07,1.4,"Favoriten","Entire home/apt",7,1,4,"0","0","1",1,146,67,757,4.45,2.66
41811,222345303,103,48.2249241610951,16.4064161606267,3.07,8.61,5.03,"Leopoldstadt","Entire home/apt",6,1,3,"0","0","1",1,146,19,428,3.89,1.33
49616,222345303,118,48.18331,16.33423,4.01,2.21,2.93,"Meidling","Entire home/apt",6,1,3,"0","0","1",1,146,55,742,4.78,2.22
12241,416038388,79,48.17304,16.36315,3.97,4.59,1.57,"Favoriten","Entire home/apt",4,1,3,"0","0","1",0.95,1,12,767,4.83,0.47
98323,385064248,124,48.2390644,16.3885901,3.62,8.46,6.08,"Brigittenau","Entire home/apt",4,2,2,"0","0","1",0.99,375,3,703,3.67,0.13
41705,36695936,129,48.1983177,16.3494803,2.09,3.52,2.3,"Neubau","Private room",4,1,2,"0","0","0",1,4,4,736,4.75,0.16
21293,107819704,35,48.2383434,16.3860351,3.49,8.27,5.97,"Brigittenau","Private room",2,1,3,"0","0","1",0.71,1,25,765,4.96,0.98
50653,467757863,178,48.1718548,16.3519896,4.34,3.88,2.19,"Favoriten","Entire home/apt",4,1,2,"0","0","1",0.48,7,38,767,4.82,1.49
93441,467757863,85,48.1718548,16.3519896,4.34,3.88,2.19,"Favoriten","Entire home/apt",2,1,1,"0","1","1",0.48,7,23,759,4.39,0.91
71911,353394850,130,48.2185726,16.3506371,2.06,4.86,4.08,"Alsergrund","Entire home/apt",4,1,2,"0","0","0",1,3,2,762,4,0.08
10704,466330856,125,48.21547,16.3371,2.83,3.94,4.31,"Hernals","Entire home/apt",2,1,2,"0","0","0",0.21,1,8,794,4.75,0.3
67110,466331975,120,48.1854772,16.4194697,4.23,8.49,3.4,"Simmering","Entire home/apt",4,2,2,"1","0","0",0.92,1,29,676,5,1.29
60739,1108400,175,48.194878,16.4107408,3.12,7.89,2.95,"Landstraße","Entire home/apt",3,1,1,"0","1","1",1,13,21,762,4.86,0.83
15378,15036006,41,48.2073118052284,16.3371785650818,2.7,3.27,3.65,"Ottakring","Entire home/apt",2,1,1,"0","0","1",0.76,1,106,620,4.7,5.13
92814,7147147,152,48.21532,16.36899,0.87,5.68,3.36,"Innere Stadt","Entire home/apt",6,2,4,"0","0","0",0.52,23,14,756,4.21,0.56
33955,472069745,86,48.2265971223235,16.3446042314172,2.98,5.27,5.07,"Währing","Entire home/apt",4,1,2,"0","0","1",1,6,19,736,4.37,0.77
19397,472069745,130,48.2264852,16.3446096,2.97,5.26,5.06,"Währing","Entire home/apt",8,2,4,"0","0","1",1,6,34,771,4.5,1.32
11154,15935294,187,48.20717,16.42953,4.14,9.49,4.81,"Leopoldstadt","Entire home/apt",2,1,2,"0","1","1",1,124,5,678,4.8,0.22
24307,15935294,205,48.2069,16.42729,3.98,9.32,4.65,"Leopoldstadt","Entire home/apt",2,1,2,"0","1","1",1,124,9,675,4.44,0.4
64009,301309133,74,48.23907,16.38692,3.58,8.37,6.06,"Brigittenau","Entire home/apt",4,1,1,"0","0","0",1,2,20,424,4.75,1.42
33601,353394850,72,48.21792,16.35137,1.98,4.84,3.99,"Alsergrund","Entire home/apt",2,1,1,"0","0","0",1,3,14,767,4.71,0.55
22526,470730219,86,48.21333,16.38673,1.13,6.72,3.27,"Leopoldstadt","Entire home/apt",3,1,1,"0","0","1",1,5,150,774,4.38,5.81
57090,353394850,78,48.2185726,16.3506371,2.06,4.86,4.08,"Alsergrund","Entire home/apt",2,2,1,"0","0","1",1,3,4,778,5,0.15
85887,466334739,49,48.2304456,16.3861755,2.65,7.7,5.11,"Brigittenau","Entire home/apt",4,1,2,"1","0","1",0.96,2,113,680,4.76,4.99
55082,470786961,195,48.17565,16.42014,4.99,8.63,3.61,"Simmering","Entire home/apt",3,2,1,"0","0","0",1,1,4,757,4.5,0.16
73847,15935294,203,48.20745,16.42867,4.08,9.44,4.77,"Leopoldstadt","Entire home/apt",2,1,2,"0","1","1",1,124,5,736,4.8,0.2
59113,15935294,198,48.20599,16.42747,4,9.31,4.61,"Leopoldstadt","Entire home/apt",2,1,2,"0","1","1",1,124,3,703,4.33,0.13
30005,15935294,187,48.20731,16.42787,4.02,9.38,4.71,"Leopoldstadt","Entire home/apt",2,1,2,"0","1","1",1,124,7,633,4.71,0.33
65840,15935294,201,48.20736,16.42858,4.07,9.43,4.76,"Leopoldstadt","Entire home/apt",2,1,2,"0","1","1",1,124,10,741,4.7,0.4
63065,15935294,203,48.20743,16.42922,4.12,9.48,4.8,"Leopoldstadt","Entire home/apt",2,1,2,"0","1","1",1,124,5,445,4.2,0.34
70770,15935294,205,48.20662,16.42731,3.98,9.32,4.63,"Leopoldstadt","Entire home/apt",2,1,2,"0","1","1",1,124,3,615,4.67,0.15
13828,15935294,187,48.20549,16.42925,4.13,9.43,4.7,"Leopoldstadt","Entire home/apt",2,1,2,"0","1","1",1,124,4,584,4.25,0.21
84046,15935294,198,48.20734,16.42777,4.01,9.37,4.7,"Leopoldstadt","Entire home/apt",2,1,2,"0","1","1",1,124,5,743,4.6,0.2
32452,463889671,49,48.1765260721237,16.3788585543525,3.53,5.61,1.05,"Favoriten","Entire home/apt",4,1,2,"0","0","0",1,10,4,164,4,0.73
65377,99189451,174,48.22872,16.39717,2.88,8.24,5.14,"Leopoldstadt","Entire home/apt",2,1,1,"0","1","0",0.64,1,9,753,5,0.36
83736,385064248,106,48.2061539,16.4310671,4.26,9.58,4.85,"Leopoldstadt","Entire home/apt",2,1,1,"0","0","1",0.99,375,1,779,1,0.04
82988,385064248,147,48.1848347,16.2968209,6.25,0.66,5.7,"Hietzing","Entire home/apt",6,2,3,"0","1","1",0.99,375,1,618,4,0.05
84311,385064248,190,48.1851433,16.2964904,6.26,0.67,5.72,"Hietzing","Entire home/apt",8,2,4,"0","0","1",0.99,375,4,635,4,0.19
65996,385064248,90,48.1984608,16.3100092,4.83,1.3,4.94,"Penzing","Entire home/apt",2,2,1,"0","0","1",0.99,375,1,248,5,0.12
20583,36500674,79,48.1937598,16.3418973,2.84,2.83,2.54,"Mariahilf","Private room",2,1,1,"0","0","0",0.36,1,19,789,5,0.72
14621,308688308,150,48.219596,16.336496,3.03,4.29,4.71,"Hernals","Entire home/apt",4,1,2,"0","0","1",1,15,39,774,4.56,1.51
21803,470890859,104,48.18722,16.35691,2.63,3.85,1.26,"Margareten","Entire home/apt",2,1,2,"0","1","1",1,1,42,762,4.88,1.65
77026,33283839,84,48.17144,16.37256,4.08,5.31,1.54,"Favoriten","Entire home/apt",4,1,2,"0","0","0",1,1,109,750,4.92,4.36
56419,424447543,89,48.1811297,16.3363573,4.08,2.42,2.8,"Meidling","Entire home/apt",4,1,2,"0","0","0",1,4,98,774,4.88,3.8
74367,231835395,65,48.1902995,16.3318133,3.68,2.02,3.15,"Rudolfsheim-Fünfhaus","Entire home/apt",2,1,1,"0","0","0",0.85,1,11,761,5,0.43
55757,472171817,138,48.21936,16.38172,1.39,6.72,3.84,"Leopoldstadt","Entire home/apt",4,1,2,"0","1","1",1,2,57,764,4.88,2.24
57099,15930319,160,48.22712,16.29858,5.95,4.46,7.25,"Hernals","Entire home/apt",5,1,4,"0","0","0",0.5,1,3,683,4.67,0.13
36606,472171817,129,48.21945,16.38363,1.47,6.84,3.87,"Leopoldstadt","Entire home/apt",4,1,2,"0","1","1",1,2,74,759,4.8,2.92
76281,189895939,94,48.2236184,16.4005343,2.64,8.15,4.71,"Leopoldstadt","Entire home/apt",6,2,3,"0","0","1",1,11,192,772,4.77,7.46
44040,189895939,92,48.2236184,16.4005343,2.64,8.15,4.71,"Leopoldstadt","Entire home/apt",6,2,3,"0","0","1",1,11,185,766,4.76,7.25
79221,179508036,77,48.2050063365146,16.3355974151324,2.84,3.01,3.57,"Ottakring","Entire home/apt",2,1,1,"0","0","1",0.95,1,138,755,4.75,5.48
38478,123835744,50,48.2225,16.38051,1.68,6.83,4.17,"Leopoldstadt","Entire home/apt",2,1,1,"0","0","0",1,1,29,781,4.9,1.11
25509,299219964,70,48.21814,16.38946,1.62,7.14,3.84,"Leopoldstadt","Entire home/apt",2,1,1,"0","0","1",1,19,162,798,4.69,6.09
56891,459603378,140,48.226424154978,16.341206586596,3.15,5.12,5.17,"Währing","Entire home/apt",7,1,6,"0","0","1",0.89,1,16,522,4.69,0.92
93602,8632750,158,48.20291,16.39533,1.71,6.92,2.54,"Landstraße","Entire home/apt",4,1,1,"0","0","1",0.96,104,4,348,5,0.34
64749,474817695,98,48.18263,16.37797,2.85,5.44,0.43,"Favoriten","Entire home/apt",2,1,1,"0","0","1",1,2,19,733,5,0.78
87785,9403216,82,48.1738056,16.3750971,3.81,5.41,1.28,"Favoriten","Entire home/apt",5,1,2,"0","0","1",0.93,21,16,709,4.88,0.68
88129,53178880,99,48.21163,16.39172,1.4,6.98,3.22,"Landstraße","Entire home/apt",2,1,1,"1","0","1",1,19,146,755,4.76,5.8
68220,474943273,199,48.2131935,16.3731743,0.57,5.82,3.11,"Innere Stadt","Entire home/apt",4,1,2,"0","1","0",1,5,13,718,4.31,0.54
37961,474943273,132,48.2131935,16.3731743,0.57,5.82,3.11,"Innere Stadt","Entire home/apt",2,1,1,"0","1","1",1,5,7,729,4.14,0.29
92322,95007570,80,48.2207,16.33238,3.36,4.24,4.99,"Hernals","Entire home/apt",4,1,2,"0","0","0",1,6,84,801,4.87,3.15
41533,35508371,55,48.19657,16.3048,5.26,1.04,5.26,"Penzing","Entire home/apt",6,1,3,"0","1","1",1,19,203,797,4.95,7.64
69905,35508371,67,48.19617,16.30618,5.17,1,5.15,"Penzing","Entire home/apt",6,1,3,"0","0","1",1,19,194,797,4.93,7.3
20686,101614640,125,48.17668,16.32628,4.95,1.97,3.64,"Meidling","Entire home/apt",4,1,3,"0","0","0",0.99,28,11,786,4.36,0.42
47075,432165658,90,48.14202,16.40484,7.7,8.95,5.34,"Favoriten","Entire home/apt",4,2,1,"0","0","1",0.99,7,48,690,4.88,2.09
69751,227232876,133,48.25347,16.41286,5.82,10.87,8.12,"Floridsdorf","Entire home/apt",5,2,4,"0","0","1",0.99,25,8,438,4.38,0.55
26249,8632750,115,48.21363,16.31558,4.34,3.04,5.34,"Ottakring","Entire home/apt",4,1,1,"0","1","1",0.96,104,3,515,4,0.17
79278,474943273,180,48.2131935,16.3731743,0.57,5.82,3.11,"Innere Stadt","Entire home/apt",4,1,1,"0","0","0",1,5,4,654,3.5,0.18
52898,54741385,130,48.17338,16.38777,4,6.33,1.69,"Favoriten","Entire home/apt",2,1,1,"1","1","1",0.99,88,112,746,4.85,4.5
27330,432493088,106,48.21697,16.3818,1.16,6.58,3.58,"Leopoldstadt","Entire home/apt",4,2,2,"0","1","1",1,8,48,753,4.77,1.91
88567,288328438,125,48.1906896031656,16.3376589864492,3.29,2.45,2.73,"Mariahilf","Entire home/apt",6,2,3,"0","0","1",0.99,14,59,753,4.78,2.35
20161,274569848,66,48.16871,16.4153,5.36,8.44,3.6,"Simmering","Entire home/apt",4,2,2,"0","0","1",1,7,108,753,4.96,4.3
22855,185439589,73,48.21509,16.33517,2.95,3.82,4.37,"Hernals","Entire home/apt",4,1,2,"0","0","1",1,2,68,748,4.78,2.73
97268,359601985,72,48.22142,16.37254,1.49,6.29,4.02,"Leopoldstadt","Entire home/apt",2,2,1,"0","0","1",1,4,86,751,4.41,3.44
65029,29748862,107,48.22283,16.38573,1.87,7.17,4.27,"Leopoldstadt","Entire home/apt",6,2,3,"0","0","1",1,13,48,745,4.9,1.93
40233,205401852,41,48.1972,16.33218,3.3,2.3,3.35,"Rudolfsheim-Fünfhaus","Entire home/apt",2,1,2,"0","0","0",0.75,1,12,760,4.83,0.47
16135,472659859,93,48.1908502,16.3905367,2.29,6.35,1.4,"Landstraße","Entire home/apt",4,1,2,"1","1","1",0.99,1,35,500,4.86,2.1
93543,397795822,149,48.2253215036443,16.3883924662945,2.21,7.49,4.59,"Leopoldstadt","Private room",2,1,1,"0","1","0",1,16,24,544,4.54,1.32
10037,127700832,224,48.1966162,16.3597818,1.64,4.19,1.63,"Wieden","Entire home/apt",3,2,2,"0","0","1",1,2,66,759,4.94,2.61
19637,106634851,120,48.18483,16.33748,3.72,2.42,2.68,"Meidling","Entire home/apt",6,1,3,"0","0","1",1,60,81,767,4.69,3.17
88254,127700832,257,48.1965472243006,16.3600123370472,1.63,4.21,1.61,"Wieden","Entire home/apt",4,3,2,"0","0","1",1,2,83,760,4.83,3.28
66072,1493785,88,48.19781,16.40135,2.35,7.24,2.48,"Landstraße","Entire home/apt",4,1,1,"0","0","1",1,46,14,781,4.86,0.54
12648,462546700,44,48.22219,16.45176,6,11.55,7.1,"Donaustadt","Entire home/apt",2,1,1,"0","0","1",1,21,77,732,4.82,3.16
67651,106634851,79,48.18476,16.33724,3.74,2.41,2.7,"Meidling","Entire home/apt",2,1,1,"0","0","0",1,60,86,728,4.76,3.54
81244,478212227,130,48.140115,16.4008115,7.82,8.83,5.41,"Favoriten","Entire home/apt",4,1,2,"0","1","1",0.98,2,88,499,4.65,5.29
94384,2811190,90,48.2294501851373,16.3763377821394,2.38,7.07,4.92,"Brigittenau","Entire home/apt",4,2,2,"0","0","1",0.22,2,4,648,5,0.19
61410,161306287,250,48.20719,16.36962,0.31,5.28,2.46,"Innere Stadt","Entire home/apt",2,1,1,"1","1","0",1,12,17,728,4.59,0.7
34336,159412535,96,48.22654,16.36853,2.09,6.42,4.6,"Brigittenau","Entire home/apt",4,1,3,"0","0","1",1,1,49,676,4.88,2.17
42891,162241892,115,48.2072045473183,16.3424189016223,2.31,3.55,3.36,"Neubau","Entire home/apt",2,1,1,"0","0","1",1,5,68,732,4.87,2.79
74821,1643928,87,48.2060742,16.3934868,1.49,6.89,2.74,"Landstraße","Entire home/apt",2,2,2,"0","0","1",0.97,31,97,755,4.55,3.85
96546,162241892,92,48.20613,16.3431,2.27,3.52,3.24,"Neubau","Entire home/apt",2,1,1,"0","0","0",1,5,57,754,4.75,2.27
46031,471303269,63,48.23004,16.37126,2.45,6.84,4.98,"Brigittenau","Private room",1,2,1,"0","0","1",0.79,1,52,749,4.92,2.08
52163,1685689,59,48.2251166,16.3506759,2.55,5.4,4.75,"Alsergrund","Entire home/apt",4,1,1,"0","0","0",1,2,30,754,4.97,1.19
21774,462546700,41,48.22379,16.44948,5.89,11.45,7.07,"Donaustadt","Entire home/apt",2,1,1,"1","0","1",1,21,64,750,4.84,2.56
54891,462546700,43,48.22182,16.44948,5.82,11.38,6.94,"Donaustadt","Entire home/apt",2,1,1,"0","0","1",1,21,51,754,4.69,2.03
44383,155337274,101,48.20019,16.34977,1.97,3.62,2.43,"Neubau","Entire home/apt",2,1,1,"0","0","0",1,3,24,364,4.88,1.98
27101,21312617,116,48.2385977,16.4324905,5.53,11.04,7.36,"Donaustadt","Entire home/apt",4,1,2,"0","0","1",0.87,1,40,739,4.83,1.62
67529,411072483,140,48.2684787,16.4410105,8.37,13.53,10.51,"Floridsdorf","Entire home/apt",3,1,3,"0","1","0",1,3,8,594,4.88,0.4
65889,300246929,140,48.21211,16.36919,0.56,5.5,3,"Innere Stadt","Entire home/apt",3,1,1,"0","0","1",0.98,33,65,768,4.83,2.54
76915,49828616,40,48.19142,16.27815,7.31,2.04,7.11,"Hietzing","Private room",2,2,1,"0","0","0",0.76,16,5,652,3.8,0.23
85170,369764263,78,48.22827,16.35938,2.48,6.09,4.9,"Alsergrund","Private room",4,1,2,"0","1","1",0.97,9,10,749,4.4,0.4
98999,439542589,106,48.1993182526229,16.3272000670373,3.58,2.12,3.78,"Rudolfsheim-Fünfhaus","Entire home/apt",3,1,2,"1","0","1",1,5,37,464,4.76,2.39
87360,439542589,144,48.1998586754911,16.3272426897754,3.56,2.17,3.8,"Rudolfsheim-Fünfhaus","Entire home/apt",4,2,2,"0","0","1",1,5,25,584,4.8,1.28
10042,11765981,46,48.21494,16.38897,1.37,6.94,3.49,"Leopoldstadt","Private room",2,1,1,"0","0","0",0.99,2,19,589,4.58,0.97
46172,462546700,42,48.22168,16.44978,5.84,11.39,6.95,"Donaustadt","Entire home/apt",2,1,1,"0","0","1",1,21,38,754,4.82,1.51
31885,462546700,41,48.22192,16.45111,5.94,11.5,7.04,"Donaustadt","Entire home/apt",2,1,1,"0","0","1",1,21,67,753,4.9,2.67
55858,462546700,45,48.22323,16.45173,6.03,11.59,7.16,"Donaustadt","Entire home/apt",4,1,2,"0","0","1",1,21,44,754,4.84,1.75
12214,462546700,43,48.22204,16.45132,5.96,11.51,7.06,"Donaustadt","Entire home/apt",2,1,1,"0","0","1",1,21,38,754,4.82,1.51
89075,462546700,130,48.22162,16.45109,5.93,11.48,7.02,"Donaustadt","Entire home/apt",6,3,3,"0","0","1",1,21,10,648,5,0.46
22938,369764263,78,48.2291,16.36121,2.51,6.25,4.96,"Alsergrund","Private room",4,1,2,"0","1","1",0.97,9,18,750,4.44,0.72
39979,439542589,144,48.1993011521839,16.3272178737108,3.57,2.12,3.78,"Rudolfsheim-Fünfhaus","Entire home/apt",4,1,2,"0","0","1",1,5,12,557,5,0.65
46981,439542589,106,48.1983602508301,16.3293626469067,3.45,2.19,3.59,"Rudolfsheim-Fünfhaus","Entire home/apt",3,1,2,"0","0","1",1,5,49,550,4.76,2.67
18056,369764263,83,48.22861,16.35971,2.5,6.13,4.93,"Alsergrund","Private room",4,1,2,"0","1","1",0.97,9,15,748,4.8,0.6
42896,439542589,106,48.1981890460181,16.3274656202129,3.59,2.06,3.71,"Rudolfsheim-Fünfhaus","Entire home/apt",3,2,2,"1","0","1",1,5,6,550,4.33,0.33
40137,369764263,78,48.23029,16.36099,2.64,6.34,5.09,"Alsergrund","Private room",3,1,1,"0","1","1",0.97,9,15,749,4.67,0.6
73759,467757863,141,48.1718548,16.3519896,4.34,3.88,2.19,"Favoriten","Entire home/apt",2,1,1,"0","0","1",0.48,7,10,735,4.4,0.41
38857,36147549,49,48.19845,16.39874,2.15,7.06,2.37,"Landstraße","Entire home/apt",2,2,1,"0","0","1",0.78,2,6,712,5,0.25
81616,389389007,80,48.23117,16.35506,2.91,6.13,5.29,"Alsergrund","Entire home/apt",3,1,1,"0","0","0",0,1,2,753,5,0.08
14671,106634851,124,48.17453,16.39112,3.95,6.54,1.76,"Favoriten","Entire home/apt",6,1,4,"0","1","1",1,60,96,732,4.69,3.93
51836,17516870,88,48.19866,16.34838,2.14,3.46,2.39,"Neubau","Private room",2,2,1,"0","0","0",0.99,1,106,710,4.97,4.48
19102,413626419,86,48.2211534091854,16.3749815896153,1.46,6.41,3.99,"Leopoldstadt","Entire home/apt",4,1,1,"0","1","1",1,3,119,730,4.69,4.89
37326,1853977,102,48.2266055,16.5103267,10.34,15.83,11.12,"Donaustadt","Entire home/apt",2,1,1,"1","0","1",1,16,1,67,5,0.45
93025,1853977,108,48.2266055,16.5103267,10.34,15.83,11.12,"Donaustadt","Entire home/apt",2,1,1,"1","1","1",1,16,1,293,5,0.1
77809,397795822,120,48.2235,16.38881,2.05,7.41,4.4,"Leopoldstadt","Private room",2,1,1,"0","1","0",1,16,4,147,4.5,0.82
70350,38635412,70,48.18726,16.33452,3.71,2.19,2.91,"Rudolfsheim-Fünfhaus","Entire home/apt",2,2,1,"0","0","0",1,1,40,753,4.83,1.59
16686,311151517,85,48.1965868,16.3457589,2.43,3.2,2.42,"Mariahilf","Entire home/apt",4,1,2,"0","0","0",1,23,15,747,4.2,0.6
18097,397795822,141,48.22254,16.38908,1.97,7.37,4.3,"Leopoldstadt","Private room",2,1,1,"0","1","0",1,16,1,123,4,0.24
18996,478577045,91,48.2205787,16.3885467,1.78,7.22,4.08,"Leopoldstadt","Entire home/apt",4,2,2,"0","0","0",1,1,54,681,4.78,2.38
40488,451388163,99,48.18121,16.33952,3.91,2.65,2.57,"Meidling","Entire home/apt",4,1,2,"0","0","1",1,24,9,760,4.78,0.36
71422,50653737,205,48.212,16.37036,0.5,5.57,2.98,"Innere Stadt","Entire home/apt",4,1,2,"0","1","1",1,10,85,752,4.86,3.39
39566,27775775,39,48.23321,16.37123,2.8,7.09,5.33,"Brigittenau","Entire home/apt",4,2,2,"0","0","1",0.99,109,115,760,4.48,4.54
23838,27775775,51,48.22193,16.38343,1.7,6.98,4.14,"Leopoldstadt","Entire home/apt",3,1,2,"0","0","1",0.99,109,125,763,4.57,4.91
20743,185776,100,48.22405,16.3429,2.89,4.96,4.88,"Währing","Entire home/apt",3,2,2,"0","1","1",1,3,39,756,4.95,1.55
21113,90230565,92,48.22522,16.35716,2.26,5.73,4.61,"Alsergrund","Entire home/apt",4,1,2,"0","0","1",1,1,128,759,4.86,5.06
88500,29748862,116,48.22259,16.38382,1.78,7.04,4.22,"Leopoldstadt","Entire home/apt",4,2,2,"0","0","1",1,13,64,761,4.91,2.52
40216,473577803,75,48.20166,16.34114,2.51,3.12,3.02,"Neubau","Entire home/apt",4,1,2,"0","0","1",1,3,42,719,4.71,1.75
99704,51562386,52,48.19829,16.32492,3.77,1.92,3.89,"Rudolfsheim-Fünfhaus","Entire home/apt",4,1,4,"0","0","1",1,17,2,715,4,0.08
39779,350905819,75,48.24504,16.45508,7.3,12.84,8.98,"Donaustadt","Entire home/apt",4,2,1,"0","0","0",0.99,4,43,717,4.79,1.8
65670,163588550,62,48.1843,16.35422,3.01,3.66,1.44,"Margareten","Entire home/apt",4,1,2,"1","1","1",1,2,70,739,4.79,2.84
44346,2032537,115,48.187183,16.3586542,2.58,3.98,1.13,"Margareten","Entire home/apt",2,1,1,"0","0","1",0.97,6,17,713,5,0.72
65169,22879977,81,48.19715,16.36246,1.47,4.4,1.56,"Wieden","Private room",2,1,1,"0","0","0",0.5,1,1,647,5,0.05
76951,50103526,78,48.17604,16.33542,4.55,2.58,3.01,"Meidling","Entire home/apt",7,2,5,"0","0","1",0.93,3,55,740,4.82,2.23
18521,288328438,96,48.189,16.33395,3.63,2.16,2.97,"Rudolfsheim-Fünfhaus","Entire home/apt",8,2,3,"0","0","1",0.99,14,50,747,4.7,2.01
54764,385064248,141,48.1954864,16.350846,2.19,3.52,2.04,"Mariahilf","Entire home/apt",4,2,2,"0","0","1",0.99,375,1,510,4,0.06
58651,15935294,245,48.19405,16.40987,3.11,7.81,2.86,"Landstraße","Entire home/apt",2,1,2,"0","1","1",1,124,5,166,4.4,0.9
52756,15935294,252,48.19372,16.41157,3.23,7.93,2.96,"Landstraße","Entire home/apt",2,1,2,"0","1","1",1,124,7,587,4.43,0.36
90387,155221982,125,48.19697,16.35467,1.87,3.84,1.92,"Mariahilf","Entire home/apt",2,1,1,"0","1","1",1,2,15,647,4.93,0.7
90766,155221982,110,48.19713,16.35291,1.96,3.72,2.03,"Mariahilf","Entire home/apt",2,1,1,"0","1","1",1,2,13,647,4.92,0.6
77314,473782801,82,48.17498,16.36695,3.71,4.79,1.25,"Favoriten","Entire home/apt",2,1,1,"0","0","1",0.96,1,46,752,4.93,1.84
33612,31077018,85,48.21575,16.38376,1.14,6.64,3.47,"Leopoldstadt","Entire home/apt",4,1,2,"1","0","1",0.99,8,86,761,4.72,3.39
32317,35508371,53,48.19793,16.30605,5.13,1.19,5.2,"Penzing","Entire home/apt",6,1,3,"0","1","1",1,19,209,762,4.88,8.23
35663,474095930,95,48.2052423,16.3502063,1.76,3.9,2.82,"Neubau","Entire home/apt",2,2,1,"0","1","1",0.99,4,59,745,4.81,2.38
13550,474105280,110,48.19347,16.40744,2.99,7.63,2.67,"Landstraße","Entire home/apt",6,1,4,"0","1","0",1,1,126,759,4.82,4.98
79283,474169875,106,48.16885,16.36939,4.37,5.19,1.85,"Favoriten","Entire home/apt",8,2,4,"0","0","0",1,9,75,758,4.87,2.97
35192,20068276,249,48.2122559981903,16.3387507901641,2.63,3.74,3.96,"Hernals","Entire home/apt",3,2,2,"0","1","0",0.99,11,5,751,5,0.2
92611,396663741,110,48.1859,16.41879,4.16,8.44,3.35,"Landstraße","Entire home/apt",5,2,4,"0","0","0",1,2,5,618,5,0.24
32681,413626419,71,48.22052,16.37564,1.39,6.41,3.92,"Leopoldstadt","Entire home/apt",2,1,1,"0","1","1",1,3,138,728,4.62,5.69
